resource,amount,contribution-purpose,developer-agreement,developer-agreement-contribution,end-date,entry-date,start-date,units,slug
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,24444,open-space-and-leisure,11/01105/S106,11/01105/S106/2,,2010-08-18,2010-08-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,11/01105/S106,11/01105/S106/1,,2010-08-18,2010-08-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,highways,11/01188/S106,11/01188/S106/2,,2011-07-05,2011-07-05,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6776,health,11/01188/S106,11/01188/S106/1,,2011-07-05,2011-07-05,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,11833,open-space-and-leisure,11/01755/S106,11/01755/S106/4,,2011-02-18,2011-02-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.694E+4,health,11/01755/S106,11/01755/S106/3,,2011-02-18,2011-02-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.5E+4,green-infrastructure,11/01755/S106,11/01755/S106/2,,2011-02-18,2011-02-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,11/01755/S106,11/01755/S106/1,,2011-02-18,2011-02-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.129E+5,affordable-housing,11/01756/S106,11/01756/S106/2,,2011-08-18,2011-08-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.21E+4,health,11/01756/S106,11/01756/S106/1,,2011-08-18,2011-08-18,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2E+4,highways,11/01867/S106,11/01867/S106/13,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5.4E+3,community-facilities,11/01867/S106,11/01867/S106/12,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,27349,open-space-and-leisure,11/01867/S106,11/01867/S106/11,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,62715,community-facilities,11/01867/S106,11/01867/S106/10,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,86863,community-facilities,11/01867/S106,11/01867/S106/9,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,8.5E+4,highways,11/01867/S106,11/01867/S106/8,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.5E+4,economic-development,11/01867/S106,11/01867/S106/7,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3E+3,green-infrastructure,11/01867/S106,11/01867/S106/6,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6425,green-infrastructure,11/01867/S106,11/01867/S106/5,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,affordable-housing,11/01867/S106,11/01867/S106/4,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,11/01867/S106,11/01867/S106/3,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,11/01867/S106,11/01867/S106/2,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,11/01867/S106,11/01867/S106/1,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.79E+3,open-space-and-leisure,11/01942/S106,11/01942/S106/1,,2011-09-19,2011-09-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6776,health,11/01967/S106,11/01967/S106/4,,2011-12-01,2011-12-01,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1365,community-facilities,11/01967/S106,11/01967/S106/3,,2011-12-01,2011-12-01,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3206,community-facilities,11/01967/S106,11/01967/S106/2,,2011-12-01,2011-12-01,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,highways,11/01967/S106,11/01967/S106/1,,2011-12-01,2011-12-01,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9.25E+4,economic-development,11/01818/S106,11/01818/S106/8,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,11/01818/S106,11/01818/S106/7,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,other,11/01818/S106,11/01818/S106/6,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.05E+4,other,11/01818/S106,11/01818/S106/5,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.05E+4,other,11/01818/S106,11/01818/S106/4,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.25E+5,highways,11/01818/S106,11/01818/S106/3,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,highways,11/01818/S106,11/01818/S106/2,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,11/01818/S106,11/01818/S106/1,,2011-12-19,2011-12-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,7469,open-space-and-leisure,12/00415/S106,12/00415/S106/2,,2013-03-12,2013-03-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5038,open-space-and-leisure,12/00415/S106,12/00415/S106/1,,2013-03-12,2013-03-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,5E+3,highways,12/00598/S106,12/00598/S106/3,,2012-06-28,2012-06-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6E+2,transport-and-travel,12/00598/S106,12/00598/S106/2,,2012-06-28,2012-06-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,0,green-infrastructure,12/00598/S106,12/00598/S106/1,,2012-06-28,2012-06-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,7504,open-space-and-leisure,12/01234/S106,12/01234/S106/4,,2012-09-17,2012-09-17,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,9506,open-space-and-leisure,12/01234/S106,12/01234/S106/3,,2012-09-17,2012-09-17,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6776,health,12/01234/S106,12/01234/S106/2,,2012-09-17,2012-09-17,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,highways,12/01234/S106,12/01234/S106/1,,2012-09-17,2012-09-17,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.47E+4,highways,12/01514/S106,12/01514/S106/2,,2013-01-07,2013-01-07,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4785,economic-development,12/01514/S106,12/01514/S106/1,,2013-01-07,2013-01-07,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6412,green-infrastructure,12/01957/S106,12/01957/S106/1,,2013-02-26,2013-02-26,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+4,highways,13/00572/S106,13/00572/S106/1,,2013-03-28,2013-03-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4763,open-space-and-leisure,13/01064/S106,13/01064/S106/1,,2013-07-12,2013-07-12,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,108702,open-space-and-leisure,13/00852/S106,13/00852/S106/2,,2005-07-21,2005-07-21,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.474E+4,green-infrastructure,13/00852/S106,13/00852/S106/1,,2005-07-21,2005-07-21,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,295207,education,04/04258/S106,04/04258/S106/2,,2005-07-21,2005-07-21,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.5E+5,highways,04/04258/S106,04/04258/S106/1,,2005-07-21,2005-07-21,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3E+4,other,04/03320/S106,04/03320/S106/2,,2005-01-31,2005-01-31,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,3.984E+4,other,04/03320/S106,04/03320/S106/1,,2005-01-31,2005-01-31,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,54774,open-space-and-leisure,04/04273/S106,04/04273/S106/2,,2004-06-28,2004-06-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,54416,open-space-and-leisure,04/04273/S106,04/04273/S106/1,,2004-06-28,2004-06-28,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.5E+5,education,03/03737/S106,03/03737/S106/7,,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2.32E+5,green-infrastructure,03/03737/S106,03/03737/S106/6,,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.2E+5,highways,03/03737/S106,03/03737/S106/5,,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1E+5,education,03/03737/S106,03/03737/S106/4,,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,6414,other,03/03737/S106,03/03737/S106/3,2004-06-28,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4.833E+4,open-space-and-leisure,03/03737/S106,03/03737/S106/2,2004-06-28,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,4.833E+4,open-space-and-leisure,03/03737/S106,03/03737/S106/1,2004-06-28,2004-03-02,2004-03-02,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1823.8,community-infrastructure-levy,19/00425/FUL,19/00425/FUL/0001,,2020-12-11,2019-12-13,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1.842E+4,community-infrastructure-levy,18/01458/FUL,18/01458/FUL/0001,,2020-12-11,2019-11-19,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,2424,community-infrastructure-levy,19/01122/FULH,19/01122/FULH/0001,,2020-12-11,2019-12-20,,
cb0e27af25c0bd56fd00ba2b241c16500b1c0fe9a3b4abf4c3c5845c7fc90047,1501,community-infrastructure-levy,19/00148/FUL,19/00148/FUL/0001,,2020-12-11,2020-01-06,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,29999.9,open-space-and-leisure,0514/0037/DA,0514/0037/C/open,,2020-10-29,2014-10-13,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,35615,transport-and-travel,0514/0037/DA,0514/0037/C/travel,,2020-10-29,2014-10-13,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,12,affordable-housing,0512/0002/DA,0512/0002/C/housing,,2020-10-29,2013-04-16,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1.5E+4,economic-development,0512/0002/DA,0512/0002/C/eco,,2020-10-29,2013-04-16,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.5E+5,economic-development,0512/0002/DA,0512/0002/C/eco2,,2020-10-29,2013-04-16,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,16187.64,education,1118/0006/DA,1118/0006/C/education,,2020-11-04,2019-03-28,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,6,affordable-housing,1118/0006/DA,1118/0006/C/housing,,2020-11-04,2019-03-28,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2937,open-space-and-leisure,0417/0027/DA,0417/0027/C/open,,2020-11-04,2018-05-25,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,17176.17,education,0417/0027/DA,0417/0027/C/education,,2020-11-04,2018-05-25,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.4E+4,economic-development,0417/0027/DA,0417/0027/C/eco,,2020-11-04,2018-05-25,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3.24E+4,transport-and-travel,0417/0027/DA,0417/0027/C/travel,,2020-11-04,2018-05-25,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,4.2E+3,open-space-and-leisure,0117/0021/DA,0117/0021/C/open,,2020-11-04,2017-10-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1E+1,affordable-housing,0117/0021/DA,0117/0021/C/housing,,2020-11-04,2017-10-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1.96E+4,transport-and-travel,0117/0021/DA,0117/0021/C/travel,,2020-11-04,2017-10-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,5.77E+3,open-space-and-leisure,0115/0018/DA,0115/0018/C/open,,2020-11-04,2016-03-21,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,45596,education,0115/0018/DA,0115/0018/C/education,,2020-11-04,2016-03-21,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3E+1,affordable-housing,0115/0018/DA,0115/0018/C/affordable,,2020-11-04,2016-03-21,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.53E+4,education,0515/0017/DA,0515/0017/C/education,,2020-11-04,2015-11-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3.3E+3,open-space-and-leisure,0515/0017/DA,0515/0017/C/open,,2020-11-04,2015-11-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,5,affordable-housing,0515/0017/DA,0515/0017/C/housing,,2020-11-04,2015-11-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,6.93E+3,open-space-and-leisure,0919/0062/DA,0919/0062/C/open,,2020-11-04,2017-03-14,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,45596.04,education,0919/0062/DA,0919/0062/C/education,,2020-11-04,2017-03-14,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3,affordable-housing,0919/0062/DA,0919/0062/C/housing,,2020-11-04,2017-03-14,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,5.28E+4,transport-and-travel,0919/0062/DA,0919/0062/C/travel,,2020-11-04,2017-03-14,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1E+5,affordable-housing,0402/0083/DA,0402/0083/C/housing,,2020-11-04,2015-12-23,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,45496,education,0216/0012/DA,0216/0012/C/education,,2020-11-04,2014-03-26,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,9651,open-space-and-leisure,0216/0012/DA,0216/0012/C/open,,2020-11-04,2014-03-26,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3,affordable-housing,0216/0012/DA,0216/0012/C/housing,,2020-11-04,2014-03-26,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2,affordable-housing,0216/0012/DA,0216/0012/C/housing2,,2020-11-04,2014-03-26,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,education,1014/0006/DA,1014/0006/C/education,,2020-11-04,2015-10-29,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,open-space-and-leisure,1014/0006/DA,1014/0006/C/open,,2020-11-04,2015-10-29,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,open-space-and-leisure,0315/0034/DA,0315/0034/C/open,,2020-11-04,2015-10-27,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,transport-and-travel,0315/0034/DA,0315/0034/C/travel,,2020-11-04,2015-10-27,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,economic-development,0315/0034/DA,0315/0034/C/eco,,2020-11-04,2015-10-27,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,affordable-housing,0315/0034/DA,0315/0034/C/housing,,2020-11-04,2015-10-27,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,affordable-housing,0516/0017/DA,0516/0017/C/housing,,2020-11-04,2017-01-11,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,education,0516/0017/DA,0516/0017/C/education,,2020-11-04,2017-01-11,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,,transport-and-travel,0516/0017/DA,0516/0017/C/travel,,2020-11-04,2017-01-11,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,115902,highways,0716/0012/DA,0716/0012/C/highways,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,8E+4,highways,0716/0012/DA,0716/0012/C/highways2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel3,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel4,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel5,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel6,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,2.095E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travel7,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus3,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus4,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus5,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,116667,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus6,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,4.8E+4,transport-and-travel,0716/0012/DA,0716/0012/C/travelbus7,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1E+5,green-infrastructure,0716/0012/DA,0716/0012/C/gi,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1E+5,green-infrastructure,0716/0012/DA,0716/0012/C/gi2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1,green-infrastructure,0716/0012/DA,0716/0012/C/gi3,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,398965.35,education,0716/0012/DA,0716/0012/C/education1,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,398965.35,education,0716/0012/DA,0716/0012/C/education2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,8597.91,open-space-and-leisure,0716/0012/DA,0716/0012/C/open,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1,open-space-and-leisure,0716/0012/DA,0716/0012/C/open2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,28613.84,open-space-and-leisure,0716/0012/DA,0716/0012/C/open3,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1,open-space-and-leisure,0716/0012/DA,0716/0012/C/open4,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,1,flood-and-water-management,0716/0012/DA,0716/0012/C/flood,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,3783.08,flood-and-water-management,0716/0012/DA,0716/0012/C/flood2,,2020-11-04,2015-12-10,,
d122952b0db54197ef4ea5bc5db9f2b996cd15adf4518ed55da03b62e49983cb,15,affordable-housing,0716/0012/DA,0716/0012/C/housing,,2020-11-04,2015-12-10,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,2.247E+4,highways,10/00351/FULL-dc,10/00351/FULL-s106-1,,2020-06-17,2010-11-10,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,28696.54,community-infrastructure-levy,16/00602/FULL-dc,16/00602/FULL-cil-s,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,5380.6,neighbourhood-community-infrastructure-levy,16/00602/FULL-dc,16/00602/FULL-cil-n,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,1793.53,community-infrastructure-levy,16/00602/FULL-dc,16/00602/FULL-cil-a,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,33379.33,community-infrastructure-levy,15/00230/FULL-dc,15/00230/FULL-cil-s,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,6258.62,neighbourhood-community-infrastructure-levy,15/00230/FULL-dc,15/00230/FULL-cil-n,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,2086.21,community-infrastructure-levy,15/00230/FULL-dc,15/00230/FULL-cil-a,,2020-06-17,2019-05-31,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,8299.5,community-infrastructure-levy,18/00221/FULL-dc,18/00221/FULL-cil-s,,2020-06-17,2019-06-17,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,1556.16,neighbourhood-community-infrastructure-levy,18/00221/FULL-dc,18/00221/FULL-cil-n,,2020-06-17,2019-06-17,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,518.72,community-infrastructure-levy,18/00221/FULL-dc,18/00221/FULL-cil-a,,2020-06-17,2019-06-17,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,32659.93,community-infrastructure-levy,18/00473/FULL-dc,18/00473/FULL-cil-s,,2020-06-17,2019-09-03,,
d2278626ea7d643cb19f37ca81e5f01e02fb2a2d61f26ad5931e6f983ba203a9,6123.74,neighbourhood-community-infrastructure-levy,18/00473/FULL-dc,18/00473/FULL-cil-n,,2020-06-17,2019-09-03,,
